PosX,PosY,PosZ,BSSID,RSSI
642,1022,0,48:8b:0a:cb:67:eb,-82.0
140,735,0,70:b3:17:8d:e9:62,-82.0
167,928,0,78:bc:1a:37:7e:0e,-82.0
509,265,0,70:b3:17:8e:1c:03,-82.0
1511,1113,0,48:8b:0a:cb:71:4b,-82.0
615,265,0,48:8b:0a:ca:a8:0c,-82.0
167,928,0,78:bc:1a:37:7e:0f,-82.0
642,1022,0,48:8b:0a:cb:67:ec,-82.0
1511,1113,0,48:8b:0a:cb:71:4d,-82.0
642,1022,0,48:8b:0a:cb:67:ed,-82.0
642,1022,0,48:8b:0a:cb:67:ee,-82.0
1475,970,0,48:8b:0a:cb:71:44,-82.0
944,1060,0,48:8b:0a:cb:71:4b,-82.0
944,1060,0,48:8b:0a:cb:71:4d,-82.0
1511,1113,0,48:8b:0a:cb:71:4c,-82.0
606,632,0,4c:e1:76:de:e8:6e,-82.0
274,384,0,4c:77:6d:45:46:cf,-82.0
945,266,0,48:8b:0a:ca:a8:0d,-82.0
245,552,0,70:b3:17:8e:1c:01,-82.0
1314,1238,0,48:8b:0a:cb:63:e3,-82.0
1314,1238,0,48:8b:0a:cb:6a:02,-82.0
1314,1238,0,48:8b:0a:cb:6a:0d,-82.0
1393,751,0,48:8b:0a:cb:69:2d,-82.0
1393,751,0,48:8b:0a:cb:69:2c,-82.0
1314,1238,0,48:8b:0a:cb:71:4c,-82.0
1314,1238,0,48:8b:0a:cb:71:4f,-82.0
1052,337,0,48:8b:0a:ca:a8:02,-82.0
1052,301,0,70:b3:17:8e:1c:0f,-82.0
802,1096,0,48:8b:0a:cb:67:e2,-82.0
1052,301,0,70:b3:17:8e:1c:0e,-82.0
1052,301,0,70:b3:17:8e:1c:0d,-82.0
1052,301,0,70:b3:17:8e:1c:0c,-82.0
1052,301,0,70:b3:17:8e:1c:0b,-82.0
991,834,0,48:8b:0a:cb:67:e0,-82.0
1314,1273,0,48:8b:0a:cb:6a:0d,-82.0
651,229,0,70:b3:17:8e:1c:0e,-82.0
245,516,0,70:b3:17:8d:e9:6f,-82.0
1314,1273,0,48:8b:0a:cb:71:4c,-82.0
429,987,0,70:b3:17:8d:e9:6d,-82.0
722,87,0,48:8b:0a:ca:a8:0b,-82.0
1314,1167,0,48:8b:0a:cb:63:e1,-82.0
722,87,0,48:8b:0a:ca:a8:0c,-82.0
245,588,0,48:8b:0a:cb:67:e4,-82.0
245,588,0,48:8b:0a:cb:67:e2,-82.0
1314,1167,0,70:b3:17:8e:1c:0b,-82.0
722,87,0,48:8b:0a:ca:a8:0f,-82.0
1314,1202,0,48:8b:0a:cb:63:e3,-82.0
205,1253,0,70:b3:17:6e:cb:81,-82.0
205,1253,0,70:b3:17:6e:cb:82,-82.0
210,735,0,48:8b:0a:cb:61:61,-82.0
1393,822,0,4c:e1:76:d8:2c:04,-82.0
467,165,0,70:b3:17:8e:1c:0e,-82.0
467,165,0,70:b3:17:8e:1c:0d,-82.0
991,728,0,24:16:9d:3d:cb:84,-82.0
1052,372,0,4c:e1:76:d8:2c:04,-82.0
1052,372,0,4c:e1:76:d8:2c:00,-82.0
1393,822,0,48:8b:0a:cb:67:e2,-82.0
210,735,0,48:8b:0a:cb:71:a0,-82.0
722,87,0,48:8b:0a:ca:a8:0e,-82.0
722,87,0,48:8b:0a:ca:a8:0d,-82.0
651,336,0,70:b3:17:8e:1c:01,-82.0
210,770,0,48:8b:0a:cb:71:ab,-82.0
1314,1273,0,48:8b:0a:cb:71:4f,-82.0
245,516,0,70:b3:17:8d:e9:6e,-82.0
464,952,0,70:b3:17:8d:e9:6e,-82.0
245,516,0,48:8b:0a:cb:61:62,-82.0
731,1202,0,70:b3:17:8e:1c:02,-82.0
1393,645,0,48:8b:0a:cb:67:e2,-82.0
210,806,0,70:b3:17:8d:e9:6b,-82.0
210,806,0,70:b3:17:8d:e9:6c,-82.0
210,806,0,70:b3:17:8d:e9:6f,-82.0
710,454,0,78:bc:1a:37:7e:04,-82.0
1322,609,0,48:8b:0a:cb:67:e2,-82.0
432,234,0,70:b3:17:8e:1c:01,-82.0
1322,645,0,48:8b:0a:cb:69:22,-82.0
1322,645,0,4c:e1:76:d8:2c:01,-82.0
1393,574,0,4c:e1:76:d8:2c:00,-82.0
1016,124,0,4c:e1:76:de:e8:61,-82.0
1016,124,0,4c:e1:76:de:e8:63,-82.0
1322,680,0,48:8b:0a:cb:69:22,-82.0
1322,680,0,48:8b:0a:cb:69:2d,-82.0
1322,680,0,48:8b:0a:cb:69:2f,-82.0
1322,680,0,4c:e1:76:d8:2c:01,-82.0
688,912,0,48:8b:0a:cb:71:a4,-82.0
642,526,0,48:8b:0a:ca:a8:01,-82.0
642,526,0,48:8b:0a:ca:a8:02,-82.0
1007,912,0,48:8b:0a:cb:63:e3,-82.0
1393,680,0,4c:e1:76:d8:2c:0d,-82.0
464,952,0,70:b3:17:8d:e9:6c,-82.0
464,952,0,70:b3:17:8d:e9:6b,-82.0
245,516,0,70:b3:17:8d:e9:6c,-82.0
245,516,0,70:b3:17:8d:e9:6b,-82.0
1052,266,0,4c:e1:76:de:e8:6e,-82.0
696,1025,0,48:8b:0a:cb:6a:03,-82.0
245,516,0,4c:77:6d:45:46:c2,-82.0
757,300,0,48:8b:0a:cb:64:41,-82.0
432,165,0,70:b3:17:8e:1c:0b,-82.0
1007,912,0,48:8b:0a:cb:63:e2,-82.0
432,165,0,70:b3:17:8e:1c:0c,-82.0
432,165,0,70:b3:17:8e:1c:0e,-82.0
994,454,0,4c:e1:76:de:e8:63,-82.0
994,454,0,4c:e1:76:de:e8:6b,-82.0
432,165,0,70:b3:17:8e:1c:0f,-82.0
210,806,0,48:8b:0a:cb:61:61,-82.0
210,806,0,48:8b:0a:cb:61:64,-82.0
210,806,0,48:8b:0a:cb:71:a1,-82.0
1314,1167,0,48:8b:0a:cb:6a:0f,-82.0
731,1238,0,70:b3:17:8e:1c:02,-82.0
1322,716,0,48:8b:0a:cb:67:e2,-82.0
1404,1183,0,48:8b:0a:cb:71:4b,-82.0
571,845,0,4c:77:6d:45:46:cb,-82.0
981,372,0,48:8b:0a:cb:69:23,-82.0
246,735,0,48:8b:0a:cb:71:ab,-82.0
838,1238,0,48:8b:0a:cb:67:ee,-82.0
1404,1183,0,24:16:9d:3d:cb:8f,-82.0
1404,1183,0,24:16:9d:3d:cb:8e,-82.0
651,194,0,70:b3:17:8e:1c:0e,-82.0
571,845,0,4c:77:6d:45:46:cc,-82.0
571,845,0,4c:77:6d:45:46:cd,-82.0
981,372,0,70:b3:17:8e:1c:03,-82.0
981,372,0,70:b3:17:8e:1c:0d,-82.0
981,372,0,70:b3:17:8e:1c:0f,-82.0
571,845,0,4c:77:6d:45:46:cf,-82.0
757,371,0,70:b3:17:8e:1c:01,-82.0
246,735,0,48:8b:0a:cb:71:a1,-82.0
246,735,0,48:8b:0a:cb:71:a0,-82.0
838,1238,0,48:8b:0a:cb:67:ed,-82.0
1404,1147,0,48:8b:0a:cb:71:4f,-82.0
1404,1147,0,48:8b:0a:cb:71:4e,-82.0
1060,1167,0,48:8b:0a:cb:63:e2,-82.0
1404,1183,0,48:8b:0a:cb:71:4c,-82.0
651,229,0,4c:e1:76:d8:2c:02,-82.0
1404,1183,0,48:8b:0a:cb:71:4d,-82.0
1404,1218,0,48:8b:0a:cb:71:4d,-82.0
981,337,0,48:8b:0a:cb:74:81,-82.0
981,337,0,48:8b:0a:cb:74:82,-82.0
981,337,0,48:8b:0a:cb:74:84,-82.0
1404,1218,0,48:8b:0a:cb:71:4c,-82.0
1404,1218,0,48:8b:0a:cb:71:4b,-82.0
419,1218,0,48:8b:0a:cb:67:eb,-82.0
419,1218,0,48:8b:0a:cb:67:ec,-82.0
1404,1218,0,24:16:9d:3d:cb:8f,-82.0
419,1218,0,48:8b:0a:cb:67:ed,-82.0
419,1218,0,48:8b:0a:cb:67:ee,-82.0
981,337,0,70:b3:17:8e:1c:0d,-82.0
981,337,0,70:b3:17:8e:1c:0f,-82.0
1404,1218,0,24:16:9d:3d:cb:8e,-82.0
487,420,0,78:bc:1a:37:7e:0c,-82.0
487,420,0,78:bc:1a:37:7e:0b,-82.0
1404,1218,0,24:16:9d:3d:cb:8b,-82.0
1404,1183,0,48:8b:0a:cb:71:4f,-82.0
1404,1183,0,48:8b:0a:cb:71:4e,-82.0
1404,1147,0,48:8b:0a:cb:71:4d,-82.0
1404,1147,0,48:8b:0a:cb:71:4c,-82.0
1404,1147,0,48:8b:0a:cb:71:4b,-82.0
838,1238,0,48:8b:0a:cb:67:ec,-82.0
991,550,0,48:8b:0a:cb:69:2f,-82.0
245,659,0,4c:77:6d:45:46:c4,-82.0
642,526,0,4c:e1:76:de:e8:63,-82.0
991,550,0,70:b3:17:8e:1c:03,-82.0
429,916,0,48:8b:0a:c8:19:24,-82.0
991,586,0,24:16:9d:3d:cb:82,-82.0
991,586,0,24:16:9d:3d:cb:84,-82.0
642,526,0,4c:e1:76:de:e8:61,-82.0
991,586,0,48:8b:0a:cb:69:2f,-82.0
731,1096,0,48:8b:0a:cb:67:ef,-82.0
991,586,0,70:b3:17:8e:1c:03,-82.0
1404,1005,0,48:8b:0a:cb:6a:00,-82.0
991,586,0,70:b3:17:8e:1c:0d,-82.0
1404,970,0,48:8b:0a:cb:6a:00,-82.0
429,916,0,70:b3:17:8d:e9:64,-82.0
205,1217,0,70:b3:17:6e:cb:81,-82.0
205,1217,0,70:b3:17:6e:cb:82,-82.0
467,234,0,70:b3:17:8e:1c:03,-82.0
1404,934,0,48:8b:0a:cb:6a:00,-82.0
571,881,0,70:b3:17:8d:e9:63,-82.0
1404,1113,0,48:8b:0a:ca:a8:01,-82.0
1404,1113,0,48:8b:0a:ca:a8:02,-82.0
419,1253,0,48:8b:0a:cb:67:ee,-82.0
838,1238,0,48:8b:0a:cb:67:eb,-82.0
991,514,0,48:8b:0a:cb:69:2b,-82.0
991,514,0,48:8b:0a:cb:69:2c,-82.0
991,514,0,48:8b:0a:cb:69:2d,-82.0
991,514,0,48:8b:0a:cb:69:2e,-82.0
419,1253,0,48:8b:0a:cb:67:eb,-82.0
419,1253,0,48:8b:0a:cb:67:ec,-82.0
419,1253,0,48:8b:0a:cb:67:ed,-82.0
246,735,0,48:8b:0a:cb:61:61,-82.0
606,845,0,48:8b:0a:cb:63:e3,-82.0
245,659,0,70:b3:17:8e:1c:02,-82.0
1404,1113,0,48:8b:0a:cb:71:4f,-82.0
1404,1113,0,48:8b:0a:cb:71:4e,-82.0
1404,1113,0,48:8b:0a:cb:71:4d,-82.0
1404,1113,0,48:8b:0a:cb:71:4c,-82.0
1404,1113,0,48:8b:0a:cb:71:4b,-82.0
1404,1113,0,48:8b:0a:cb:71:41,-82.0
1404,1113,0,48:8b:0a:ca:a8:03,-82.0
802,989,0,48:8b:0a:cb:67:e2,-82.0
1322,716,0,48:8b:0a:cb:67:e3,-82.0
945,266,0,48:8b:0a:ca:a8:0e,-82.0
464,632,0,4c:e1:76:de:e8:6d,-82.0
593,455,0,48:8b:0a:ca:a8:02,-82.0
629,490,0,4c:e1:76:de:e8:6f,-82.0
238,384,0,4c:77:6d:45:46:c2,-82.0
238,384,0,4c:77:6d:45:46:c1,-82.0
702,856,0,48:8b:0a:cb:67:e1,-82.0
455,1111,0,48:8b:0a:cb:67:eb,-82.0
455,1111,0,48:8b:0a:cb:67:ec,-82.0
455,1111,0,48:8b:0a:cb:67:ed,-82.0
606,881,0,48:8b:0a:cb:71:ac,-82.0
606,881,0,48:8b:0a:cb:71:ad,-82.0
1357,680,0,48:8b:0a:cb:69:22,-82.0
1357,680,0,48:8b:0a:cb:69:2d,-82.0
1357,680,0,48:8b:0a:cb:69:2f,-82.0
1030,1096,0,70:b3:17:8e:1c:0f,-82.0
1030,1096,0,70:b3:17:8e:1c:0e,-82.0
1030,1096,0,70:b3:17:8e:1c:0d,-82.0
1030,1096,0,70:b3:17:8e:1c:0c,-82.0
1030,1096,0,70:b3:17:8e:1c:0b,-82.0
773,536,0,4c:e1:76:de:e8:62,-82.0
606,881,0,48:8b:0a:cb:71:ab,-82.0
238,384,0,4c:e1:76:de:e8:62,-82.0
702,821,0,78:bc:1a:37:7e:0e,-82.0
455,1076,0,48:8b:0a:cb:67:ed,-82.0
1377,119,0,48:8b:0a:cb:67:ef,-82.0
1377,119,0,48:8b:0a:cb:67:ee,-82.0
1377,119,0,48:8b:0a:cb:67:ed,-82.0
1377,119,0,48:8b:0a:cb:67:ec,-82.0
1377,119,0,48:8b:0a:cb:67:eb,-82.0
1357,574,0,4c:e1:76:d8:2c:00,-82.0
212,588,0,48:8b:0a:cb:67:e1,-82.0
1030,1202,0,48:8b:0a:cb:6a:0e,-82.0
606,916,0,48:8b:0a:c8:19:22,-82.0
455,1040,0,48:8b:0a:cb:67:eb,-82.0
455,1040,0,48:8b:0a:cb:67:ec,-82.0
455,1040,0,48:8b:0a:cb:67:ed,-82.0
464,632,0,78:bc:1a:37:7e:0d,-82.0
238,420,0,4c:77:6d:45:46:c3,-82.0
238,420,0,4c:77:6d:45:46:c2,-82.0
238,420,0,4c:77:6d:45:46:c1,-82.0
212,623,0,48:8b:0a:cb:61:6e,-82.0
455,1076,0,48:8b:0a:cb:67:eb,-82.0
455,1076,0,48:8b:0a:cb:67:ec,-82.0
651,300,0,70:b3:17:8e:1c:02,-82.0
1369,1041,0,24:16:9d:3d:cb:80,-82.0
1357,716,0,48:8b:0a:cb:69:22,-82.0
1027,763,0,24:16:9d:3d:cb:83,-82.0
606,881,0,70:b3:17:8d:e9:63,-82.0
1357,822,0,4c:e1:76:d8:2c:04,-82.0
773,573,0,48:8b:0a:ca:a8:01,-82.0
651,300,0,4c:e1:76:d8:2c:02,-82.0
1357,822,0,48:8b:0a:cb:69:2c,-82.0
455,1182,0,48:8b:0a:cb:67:eb,-82.0
702,856,0,78:bc:1a:37:7e:0e,-82.0
1030,454,0,70:b3:17:8e:1c:01,-82.0
1030,454,0,70:b3:17:8e:1c:04,-82.0
1030,1025,0,48:8b:0a:cb:62:02,-82.0
1357,822,0,48:8b:0a:cb:67:e2,-82.0
629,455,0,4c:e1:76:de:e8:62,-82.0
629,455,0,4c:e1:76:de:e8:61,-82.0
455,1218,0,48:8b:0a:cb:67:eb,-82.0
1030,989,0,70:b3:17:8e:1c:0e,-82.0
1357,787,0,4c:e1:76:d8:2c:03,-82.0
1357,787,0,4c:e1:76:d8:2c:02,-82.0
1357,787,0,4c:e1:76:d8:2c:01,-82.0
802,1025,0,48:8b:0a:cb:67:e2,-82.0
651,300,0,4c:e1:76:d8:2c:03,-82.0
629,490,0,48:8b:0a:ca:a8:01,-82.0
629,490,0,48:8b:0a:ca:a8:02,-82.0
1369,970,0,24:16:9d:3d:cb:8f,-82.0
1027,763,0,24:16:9d:3d:cb:84,-82.0
1369,1005,0,24:16:9d:3d:cb:8f,-82.0
1369,1005,0,24:16:9d:3d:cb:8c,-82.0
1027,798,0,24:16:9d:3d:cb:80,-82.0
593,455,0,48:8b:0a:ca:a8:01,-82.0
1027,798,0,24:16:9d:3d:cb:83,-82.0
606,881,0,48:8b:0a:cb:71:af,-82.0
464,561,0,4c:e1:76:de:e8:63,-82.0
1369,970,0,24:16:9d:3d:cb:8c,-82.0
1030,1025,0,70:b3:17:8e:1c:0e,-82.0
1369,934,0,24:16:9d:3d:cb:8f,-82.0
1027,834,0,24:16:9d:3d:cb:80,-82.0
1027,834,0,24:16:9d:3d:cb:83,-82.0
1369,934,0,24:16:9d:3d:cb:8c,-82.0
1369,934,0,24:16:9d:3d:cb:82,-82.0
1357,751,0,48:8b:0a:cb:69:24,-82.0
629,490,0,48:8b:0a:ca:a8:04,-82.0
629,490,0,48:8b:0a:ca:a8:03,-82.0
702,821,0,78:bc:1a:37:7e:0f,-82.0
464,668,0,78:bc:1a:37:7e:0b,-82.0
464,845,0,4c:77:6d:45:46:cf,-82.0
1377,367,0,48:8b:0a:ca:a8:0d,-82.0
1052,88,0,4c:e1:76:de:e8:6e,-82.0
212,516,0,48:8b:0a:cb:61:6f,-82.0
651,265,0,70:b3:17:8e:1c:0e,-82.0
1377,332,0,48:8b:0a:ca:a8:0d,-82.0
651,300,0,48:8b:0a:ca:a8:0b,-82.0
451,420,0,4c:77:6d:45:46:c2,-82.0
731,1167,0,70:b3:17:8e:1c:03,-82.0
451,420,0,4c:e1:76:de:e8:6d,-82.0
451,420,0,4c:e1:76:de:e8:6f,-82.0
464,774,0,4c:77:6d:45:46:cd,-82.0
464,774,0,4c:77:6d:45:46:cc,-82.0
464,774,0,4c:77:6d:45:46:cb,-82.0
464,774,0,48:8b:0a:cb:71:ae,-82.0
464,774,0,48:8b:0a:cb:71:ad,-82.0
464,774,0,48:8b:0a:cb:71:ac,-82.0
464,774,0,48:8b:0a:cb:71:ab,-82.0
1322,822,0,4c:e1:76:d8:2c:04,-82.0
1377,296,0,48:8b:0a:ca:a8:0d,-82.0
238,928,0,78:bc:1a:37:7e:0f,-82.0
1052,88,0,4c:e1:76:de:e8:6f,-82.0
1016,230,0,4c:e1:76:de:e8:63,-82.0
464,668,0,78:bc:1a:37:7e:0c,-82.0
1016,230,0,4c:e1:76:d8:2c:0f,-82.0
1322,716,0,48:8b:0a:cb:67:e4,-82.0
464,845,0,4c:77:6d:45:46:cd,-82.0
464,845,0,4c:77:6d:45:46:cc,-82.0
464,845,0,4c:77:6d:45:46:cb,-82.0
1322,716,0,48:8b:0a:cb:69:22,-82.0
240,1074,0,4c:77:6d:45:46:c3,-82.0
651,265,0,4c:e1:76:d8:2c:02,-82.0
210,876,0,48:8b:0a:cb:67:eb,-82.0
210,876,0,48:8b:0a:cb:67:ec,-82.0
210,876,0,48:8b:0a:cb:67:ed,-82.0
210,876,0,48:8b:0a:cb:67:ee,-82.0
210,876,0,48:8b:0a:cb:67:ef,-82.0
1322,751,0,48:8b:0a:cb:69:2d,-82.0
1322,751,0,48:8b:0a:cb:69:2f,-82.0
1322,751,0,4c:e1:76:d8:2c:01,-82.0
1322,751,0,4c:e1:76:d8:2c:02,-82.0
240,1039,0,4c:77:6d:45:46:c3,-82.0
1016,230,0,4c:e1:76:d8:2c:0b,-82.0
1016,230,0,4c:e1:76:d8:2c:0c,-82.0
238,928,0,78:bc:1a:37:7e:0e,-82.0
1016,301,0,70:b3:17:8e:1c:0b,-82.0
1043,912,0,48:8b:0a:cb:67:e3,-82.0
1016,301,0,70:b3:17:8e:1c:0e,-82.0
802,1060,0,48:8b:0a:cb:67:e2,-82.0
464,703,0,4c:e1:76:de:e8:61,-82.0
1377,190,0,48:8b:0a:cb:67:ef,-82.0
1377,190,0,48:8b:0a:cb:67:ee,-82.0
1377,190,0,48:8b:0a:cb:67:ed,-82.0
1377,190,0,48:8b:0a:cb:67:ec,-82.0
1377,190,0,48:8b:0a:cb:67:eb,-82.0
702,821,0,78:bc:1a:37:7e:0b,-82.0
1027,514,0,70:b3:17:8e:1c:0b,-82.0
1030,1238,0,48:8b:0a:cb:71:4b,-82.0
702,821,0,78:bc:1a:37:7e:0c,-82.0
702,821,0,78:bc:1a:37:7e:0d,-82.0
1377,154,0,48:8b:0a:cb:67:ef,-82.0
1377,154,0,48:8b:0a:cb:67:ee,-82.0
1377,154,0,48:8b:0a:cb:67:ed,-82.0
1377,154,0,48:8b:0a:cb:67:ec,-82.0
464,668,0,78:bc:1a:37:7e:0f,-82.0
464,668,0,78:bc:1a:37:7e:0d,-82.0
1377,154,0,48:8b:0a:cb:67:eb,-82.0
464,703,0,4c:e1:76:de:e8:6e,-82.0
1377,225,0,48:8b:0a:cb:67:eb,-82.0
1377,225,0,48:8b:0a:cb:67:ec,-82.0
238,928,0,48:8b:0a:ca:a8:0c,-82.0
1043,912,0,48:8b:0a:cb:63:e2,-82.0
1043,912,0,48:8b:0a:cb:63:e1,-82.0
238,928,0,48:8b:0a:cb:71:af,-82.0
464,731,0,78:bc:1a:37:7e:02,-82.0
464,731,0,78:bc:1a:37:7e:01,-82.0
1016,337,0,4c:e1:76:de:e8:61,-82.0
238,928,0,48:8b:0a:ca:a8:0e,-82.0
238,928,0,48:8b:0a:ca:a8:0d,-82.0
238,928,0,48:8b:0a:ca:a8:0b,-82.0
1016,372,0,4c:e1:76:de:e8:6f,-82.0
238,928,0,48:8b:0a:ca:a8:03,-82.0
464,731,0,48:8b:0a:ca:a8:04,-82.0
1377,225,0,48:8b:0a:cb:67:ef,-82.0
1377,225,0,48:8b:0a:cb:67:ee,-82.0
1377,225,0,48:8b:0a:cb:67:ed,-82.0
1016,372,0,4c:e1:76:de:e8:61,-82.0
1016,372,0,4c:e1:76:de:e8:63,-82.0
1016,372,0,4c:e1:76:de:e8:6e,-82.0
1404,1218,0,48:8b:0a:cb:71:4e,-82.0
1404,1218,0,48:8b:0a:cb:71:4f,-82.0
1404,1254,0,24:16:9d:3d:cb:81,-82.0
500,703,0,4c:e1:76:de:e8:6e,-82.0
956,798,0,48:8b:0a:cb:67:e2,-82.0
956,798,0,48:8b:0a:cb:67:e3,-82.0
274,455,0,4c:77:6d:45:46:c2,-82.0
956,798,0,48:8b:0a:cb:67:eb,-82.0
956,798,0,48:8b:0a:cb:67:ed,-82.0
175,770,0,48:8b:0a:cb:61:6e,-82.0
175,770,0,48:8b:0a:cb:67:e3,-82.0
1078,912,0,70:b3:17:8e:1c:01,-82.0
500,703,0,4c:e1:76:de:e8:61,-82.0
956,834,0,24:16:9d:3d:cb:81,-82.0
956,834,0,24:16:9d:3d:cb:82,-82.0
416,349,0,48:8b:0a:ca:a8:0f,-82.0
500,703,0,48:8b:0a:ca:a8:04,-82.0
956,834,0,48:8b:0a:cb:67:e0,-82.0
956,834,0,48:8b:0a:cb:67:e2,-82.0
956,834,0,48:8b:0a:cb:67:e3,-82.0
175,770,0,48:8b:0a:cb:71:ab,-82.0
1440,1005,0,48:8b:0a:cb:71:4f,-82.0
1440,1005,0,48:8b:0a:cb:71:4d,-82.0
274,455,0,4c:77:6d:45:46:c3,-82.0
274,455,0,70:b3:17:8e:1c:02,-82.0
722,158,0,48:8b:0a:ca:a8:0b,-82.0
956,763,0,70:b3:17:8e:1c:03,-82.0
1278,1273,0,24:16:9d:3d:cb:84,-82.0
793,336,0,70:b3:17:8e:1c:03,-82.0
956,728,0,24:16:9d:3d:cb:82,-82.0
1087,124,0,4c:e1:76:de:e8:6c,-82.0
1440,1183,0,24:16:9d:3d:cb:83,-82.0
1440,1183,0,24:16:9d:3d:cb:82,-82.0
1278,1273,0,48:8b:0a:cb:63:e3,-82.0
956,728,0,48:8b:0a:cb:67:eb,-82.0
956,728,0,48:8b:0a:cb:67:ed,-82.0
844,607,0,4c:e1:76:de:e8:6d,-82.0
1286,538,0,48:8b:0a:cb:67:e2,-82.0
956,763,0,24:16:9d:3d:cb:82,-82.0
956,763,0,48:8b:0a:cb:67:eb,-82.0
956,763,0,48:8b:0a:cb:67:ed,-82.0
1087,88,0,4c:e1:76:d8:2c:0b,-82.0
1087,88,0,4c:e1:76:d8:2c:04,-82.0
1286,574,0,48:8b:0a:cb:67:e1,-82.0
1087,88,0,4c:e1:76:d8:2c:00,-82.0
722,123,0,70:b3:17:8e:1c:00,-82.0
1440,1005,0,48:8b:0a:cb:71:4c,-82.0
1440,1005,0,48:8b:0a:cb:71:4b,-82.0
731,1060,0,48:8b:0a:cb:67:ef,-82.0
696,1096,0,48:8b:0a:cb:71:4b,-82.0
1286,680,0,48:8b:0a:cb:69:22,-82.0
274,384,0,4c:e1:76:de:e8:63,-82.0
793,371,0,48:8b:0a:cb:69:23,-82.0
1286,680,0,4c:e1:76:d8:2c:01,-82.0
1519,261,0,48:8b:0a:cb:67:ed,-82.0
274,384,0,4c:77:6d:45:46:ce,-82.0
274,384,0,4c:77:6d:45:46:cd,-82.0
971,912,0,48:8b:0a:cb:67:e2,-82.0
274,384,0,4c:77:6d:45:46:cb,-82.0
274,384,0,4c:77:6d:45:46:c2,-82.0
274,384,0,4c:77:6d:45:46:c1,-82.0
1286,716,0,48:8b:0a:cb:67:e3,-82.0
793,371,0,48:8b:0a:cb:69:2b,-82.0
793,371,0,48:8b:0a:cb:69:2c,-82.0
1286,716,0,48:8b:0a:cb:67:e4,-82.0
793,371,0,48:8b:0a:cb:69:2d,-82.0
793,371,0,48:8b:0a:cb:69:2e,-82.0
1062,834,0,48:8b:0a:cb:69:24,-82.0
1062,834,0,48:8b:0a:cb:69:22,-82.0
500,632,0,78:bc:1a:37:7e:01,-82.0
500,632,0,78:bc:1a:37:7e:0e,-82.0
959,454,0,4c:e1:76:de:e8:6b,-82.0
1066,454,0,4c:e1:76:de:e8:62,-82.0
1440,1005,0,24:16:9d:3d:cb:8c,-82.0
500,668,0,78:bc:1a:37:7e:0f,-82.0
500,668,0,78:bc:1a:37:7e:0d,-82.0
500,668,0,78:bc:1a:37:7e:0c,-82.0
500,668,0,78:bc:1a:37:7e:0b,-82.0
1440,1005,0,24:16:9d:3d:cb:80,-82.0
1066,454,0,70:b3:17:8e:1c:04,-82.0
606,987,0,48:8b:0a:c8:19:22,-82.0
606,987,0,48:8b:0a:c8:19:21,-82.0
959,454,0,4c:e1:76:de:e8:63,-82.0
1440,970,0,24:16:9d:3d:cb:82,-82.0
1440,970,0,24:16:9d:3d:cb:81,-82.0
175,806,0,48:8b:0a:cb:61:64,-82.0
274,384,0,4c:e1:76:de:e8:6e,-82.0
500,632,0,78:bc:1a:37:7e:0f,-82.0
959,454,0,4c:e1:76:d8:2c:0b,-82.0
959,454,0,4c:e1:76:d8:2c:0c,-82.0
959,454,0,4c:e1:76:d8:2c:0e,-82.0
1278,1273,0,24:16:9d:3d:cb:83,-82.0
652,912,0,48:8b:0a:cb:71:a4,-82.0
757,371,0,70:b3:17:8e:1c:02,-82.0
1448,332,0,48:8b:0a:ca:a8:0d,-82.0
281,588,0,70:b3:17:8d:e9:61,-82.0
175,552,0,70:b3:17:8e:1c:0f,-82.0
1098,514,0,48:8b:0a:cb:69:22,-82.0
606,987,0,70:b3:17:8d:e9:63,-82.0
500,845,0,4c:77:6d:45:46:cf,-82.0
500,845,0,4c:77:6d:45:46:cd,-82.0
500,845,0,4c:77:6d:45:46:cc,-82.0
500,845,0,4c:77:6d:45:46:cb,-82.0
281,552,0,70:b3:17:8d:e9:61,-82.0
808,821,0,78:bc:1a:37:7e:0c,-82.0
945,372,0,70:b3:17:8e:1c:0f,-82.0
956,514,0,24:16:9d:3d:cb:82,-82.0
808,821,0,78:bc:1a:37:7e:0d,-82.0
175,588,0,48:8b:0a:cb:61:6d,-82.0
606,987,0,70:b3:17:8d:e9:62,-82.0
281,516,0,70:b3:17:8e:1c:02,-82.0
1278,989,0,70:b3:17:8e:1c:03,-82.0
1087,337,0,4c:e1:76:de:e8:6f,-82.0
1087,337,0,4c:e1:76:de:e8:6e,-82.0
731,1025,0,48:8b:0a:cb:67:ef,-82.0
945,337,0,48:8b:0a:cb:69:24,-82.0
1440,1183,0,48:8b:0a:cb:71:4b,-82.0
1448,332,0,48:8b:0a:cb:67:eb,-82.0
945,266,0,48:8b:0a:ca:a8:0f,-82.0
1098,621,0,48:8b:0a:cb:69:22,-82.0
606,1022,0,48:8b:0a:c8:19:24,-82.0
945,266,0,4c:e1:76:de:e8:63,-82.0
606,1022,0,48:8b:0a:c8:19:23,-82.0
945,301,0,48:8b:0a:ca:a8:02,-82.0
606,1022,0,48:8b:0a:c8:19:21,-82.0
1251,858,0,48:8b:0a:cb:69:22,-82.0
945,301,0,48:8b:0a:cb:69:24,-82.0
500,916,0,48:8b:0a:ca:a8:03,-82.0
1256,912,0,24:16:9d:3d:cb:8b,-82.0
1256,912,0,24:16:9d:3d:cb:8c,-82.0
1256,912,0,24:16:9d:3d:cb:8d,-82.0
